word,definition,translation
hornswogglers,plural of hornswoggler,"(hornswoggler 的复数) vt. [俚语]占…的便宜, 蒙骗, 糊弄："
hornswoggles,v deprive of by deceit,"vt. 骗, 瞒（hornswoggle的第三人称单数形式）"
hornswoggling,v deprive of by deceit,"v. 骗, 瞒( hornswoggle的现在分词 )"
horntail,"n. Any one of family (Uroceridae) of large hymenopterous\n   insects, allied to the sawflies. The larvae bore in the wood of trees.\n   So called from the long, stout ovipositors of the females.",n. [动]树蜂科动物
hornung,, [人名] 霍尔农
hornwork,n. An outwork composed of two demibastions joined by a\n   curtain. It is connected with the works in rear by long wings.,n. 角堡
hornworm,,n. [动]天蛾幼虫
hornwort,n. any aquatic plant of the genus Ceratophyllum; forms submerged masses in ponds and slow-flowing streams\nn. liverworts with slender hornlike capsules,n. 角苔
horny,s. having horns or hornlike projections,"a. 角的, 似角一样坚硬的, 角质的, 老茧的\n[医] 角性的, 角的"
horny band,,[医] 角状带(丘脑终纹前部)
horny bodies,,[医] 角体
horny cuticle,,[医] 角质护膜
horny frog,,un. 角质蹄叉
horny layer,,[医] 表皮角质层
horny structure,, 角质结构物
horny tcxture,,[医] 角性构造
horny tooth cuticle,,[医] 角质牙护膜
horny wart,,[医] 角疣
horny zone of nail,,[医] 甲角质层
horny-handed,a. Having the hands horny and callous from labor.,a. 手上长茧的
hornyak,, [人名] 霍尼亚克
hornyhead,"n. Any North American river chub of the genus Hybopsis,\n   esp. H. biguttatus.",双斑美
horo,,abbr. horoscope 占星
horobetsuite,,幌别矿(辉铋锑矿)
horocycle,,极限圆
horography,"n. An account of the hours.\nn. The art of constructing instruments for making the\n   hours, as clocks, watches, and dials.",n. 时计业
horoligy,,钟表学
horologe,n a measuring instrument or device for keeping time,n. 时计
horologer,n someone who makes or repairs watches,"n. 钟表制造者, 钟表商"
horological,"a. Relating to a horologe, or to horology.","a. 钟表的, 钟表学的"
Horologii,,Horologium的所有格
horologist,n someone who makes or repairs watches,"n. 钟表制造者, 钟表商"
horologists,plural of horologist\nn someone who makes or repairs watches,"(horologist 的复数) n. 钟表制造者, 钟表商"
horologium,,钟表
horology,n. the art of designing and making clocks,"n. 测时法, 钟表制造术"
horometer,n. An instrument for measuring time., 测时器
horopter,"n. The line or surface in which are situated all the points\n   which are seen single while the point of sight, or the adjustment of\n   the eyes, remains unchanged.","n. 两眼视界, 同视点"
horopteric,a. Of or pertaining to the horopter.,[医] 双眼单视界
horoscope,n. a prediction of someone's future based on the relative positions of the planets\nn. a diagram of the positions of the planets and signs of the zodiac at a particular time and place,"n. 星占, 算命天宫图"
horoscoper,n. Alt. of Horoscopist,n. 星占；诞生时的星位 (horoscopy的变形)
horoscopes,n. a prediction of someone's future based on the relative positions of the planets\nn. a diagram of the positions of the planets and signs of the zodiac at a particular time and place,"n. 星占, 算命天宫图( horoscope的复数形式 )"
horoscopical,,"a. 天宫图的, 星位的, 星占的"
horoscopist,n. One versed in horoscopy; an astrologer.,n. 星占；诞生时的星位 (horoscopy的变形)
horoscopy,n. the drawing up and interpretation of horoscopes,"n. 占星术, 星象"
horosphere,,极限球面
horotelic,,中速的(进化)
horotely,,其速度符合于某一类植物或动物的一般进化进程的生物进化
horovitz,, [人名] 霍罗维茨
Horowitz,n. Russian concert pianist who was a leading international virtuoso (1904-1989),霍罗威茨
Horowitz-Beadle method,,[医] 霍-比二氏法(测胆硷)
Horowitz-Beadle method for choline,,[医] 霍-比二氏测胆硷法
horra,,"n. 传统式圆舞, 霍拉舞"
horrell,, [人名] 霍雷尔
horrendous,s causing fear or dread or terror,"a. 可怕的, 骇人的, 不得了的"
horrendously,,adv. 骇人听闻地；可怕地
horrent,"a. Standing erect, as bristles; covered with bristling\n   points; bristled; bristling.","a. 布满毛刺的, 倒竖的, 毛骨悚然的"
horrible,s provoking horror,"a. 可怕的, 遭透的, 极讨厌的"
horribleness,n. The state or quality of being horrible; dreadfulness;\n   hideousness.,n. horrible的变形
horribly,r of a dreadful kind,"adv. 可怕地, 非常地"
horrid,s. exceedingly bad,"a. 可怕的, 极讨厌的, 毛骨悚然的"
horrida cutis,,"[医] 鹅皮, 鸡皮(因冷或惊吓时皮乳头勃起)"
horridly,adv. In a horrid manner.,"adv. 可怕地, 讨厌地"
horridness,n. The quality of being horrid.,n. 怕人；讨厌
horrids,plural of horrid\ns. exceedingly bad,"(horrid 的复数) a. 可怕的, 极讨厌的, 毛骨悚然的"
horrific,s grossly offensive to decency or morality; causing horror\ns causing fear or dread or terror,"a. 令人毛骨悚然的, 感到恐惧的"
horrifically,,adv. 极其可怕地；令人恐惧地
horrification,n. That which causes horror.,n. horrify的变形
horrified,s. stricken with horror,"a. 惊骇的, 带有恐怖感的"
horrifies,v fill with apprehension or alarm; cause to be unpleasantly surprised,"v. 使震惊, 使感到恐怖( horrify的第三人称单数 )"
horrify,v fill with apprehension or alarm; cause to be unpleasantly surprised,"vt. 使恐惧, 使震惊"
horrifying,v fill with apprehension or alarm; cause to be unpleasantly surprised\ns provoking horror,a. 令人恐惧的；使人惊骇的
horrifyingly,r. in a horrifying manner,adv. 令人恐惧地；叫人毛骨悚然地
horrigan,, [人名] [爱尔兰姓氏] 霍里根 Hanrahan的变体
horripilate,v have one's hair stand on end and get goosebumps\nv cause (someone's) hair to stand on end and to have goosebumps,v. 使毛骨悚然
horripilated,v have one's hair stand on end and get goosebumps\nv cause (someone's) hair to stand on end and to have goosebumps,v. 使毛骨悚然( horripilate的过去式和过去分词 )
horripilates,v have one's hair stand on end and get goosebumps\nv cause (someone's) hair to stand on end and to have goosebumps,v. 使毛骨悚然( horripilate的第三人称单数 )
horripilating,v have one's hair stand on end and get goosebumps\nv cause (someone's) hair to stand on end and to have goosebumps,v. 使毛骨悚然( horripilate的现在分词 )
horripilation,n reflex erection of hairs of the skin in response to cold or emotional stress or skin irritation,"n. 鸡皮疙瘩\n[医] 鹅皮, 立毛状态"
horrock,, [人名] 霍罗克
Horrocks,,n. (Horrocks)人名；(英)霍罗克斯
Horrocks' maieutic,,"[医] 霍罗克斯氏扩张袋, 导管式扩张袋"
horror,n. intense and profound fear\nn. something that inspires dislike; something horrible,"n. 惊骇, 恐怖, 惨状\n[医] 恐怖, 恐惧"
horror fiction,,n. 恐怖小说
horror fusionis,,[医] 视像融合不能
horror story,, 恐怖故事
horror-stricken,s stricken with horror,a. 吓坏的
horror-struck,s stricken with horror,a. (=horror-stricken)惊恐的
horrors,n. intense and profound fear\nn. something that inspires dislike; something horrible\nn. intense aversion,n. 恐怖( horror的复数形式 ); 憎恶; 令人感到恐怖的事; 讨厌鬼
horrors of racism,,[法] 种族歧视的恐怖
horrorstruck,,a. 受惊吓的
horry,, [人名] 霍里
hors,,prep. 不必；在…之外
hors d'oeuvre,,(正餐前的)开胃食品
hors de combat, Out of the combat; disabled from fighting.,<法> 失去[丧失]战斗力的
hors de la loi,,[法] 置于法律之外的
Horsa,,"n. 霍萨（朱特人首领, 亨吉斯特的兄弟）"
horsburgh,, [人名] 霍斯堡
horse,n. solid-hoofed herbivorous quadruped domesticated since prehistoric times\nn. a padded gymnastic apparatus on legs\nv. provide with a horse or horses,"n. 马, 骑兵, 脚架\nvi. 骑马, 取笑\nvt. 使骑马, 系马于"
horse about,,＝horse around
horse aloe,,[医] 肝色芦荟
horse and foot,,"全军, 全力以赴地"
horse and horse,,"并驾齐驱,不相上下,旗鼓相当"
horse around,,"哄闹, 胡闹"
horse asthma,,[医] 马原性气喘
horse balm,, 升麻，马香草
horse barn,,[网络] 马棚；马厩
horse bean,, 蚕豆
horse blanket,, 鞍褥
horse botfly,, 马胃蝇
horse breeding,, 驯马
horse brier,,[网络] 马藤
horse cart,,[网络] 马车；运输马车；赶大车
horse cassia,, 边生决明
horse cavalry,,[网络] 马骑兵
horse chestnut,,[医] 马栗树
horse chestnut oil,,[化] 欧洲七叶树油; 马栗油
horse chestnut tannin,,[化] 欧洲七叶树单宁; 马栗单宁
horse collar,,马项圈
horse coper,,马贩子
horse doctor,,"马医, 庸医"
horse fancier,,[网络] 马爱好者
horse fly,,[医] 马蝇(指虻)
horse form swage,,[机] 马型砧
horse gentian,, 马龙胆
horse grain,,[网络] 马粒
horse gram,,[网络] 硬皮豆；马豆
horse hair probang,,[医] 马鬃除便器
horse influenza,,[医] 马流感
horse latitude,, 副热带无风带
horse latitudes,,n. （北大西洋的）无风带
horse leech,,[医] 马蛭
horse louse,,"[医] 马虱, 少毛啮毛虱(马)"
horse mackerel,,竹荚鱼；鲹鱼
horse manure,, 马粪
horse mint,,[医] 长叶薄荷
horse mushroom,, 田野伞菌
horse nettle,," [植物]卡罗来纳茄（Solanum carolinense,原产于北美的杂草）"
horse nettle berry,,[医] 美洲野茄果
horse of the wood,,[网络] 马的木头
horse opera,,"n. <美俚>西部片（尤指反映19世纪下半叶美国西部生活的电影, 电视剧等）"
horse parsley,,[网络] 马欧芹
horse pistol,,n. 马上用的大型短枪
horse power," The power which a horse exerts.\n A unit of power, used in stating the power required to\n   drive machinery, and in estimating the capabilities of animals or steam\n   engines and other prime movers for doing work. It is the power required\n   for the performance of work at the rate of 33,000 English units of work\n   per minute; hence, it is the power that must be exerted in lifting\n   33,000 pounds at the rate of one foot per minute, or 550 pounds at the\n   rate of one foot per second, or 55 pounds at the rate of ten feet per\n   second, etc.\n A machine worked by a horse, for driving other\n   machinery; a horse motor.",[计] 马力\n[经] 马力
horse power hour,,[经] 马力小时
horse pox,,[医] 马痘
horse pox virus,,[医] 马痘病毒
horse race,,赛马
horse racing,,n. 赛马
horse radish,, 辣根
horse radish oil,,[化] 辣根油
horse riding,, [体]骑马
horse sense,,n. 普通常识
horse sera,,[医] 马血清
horse show,,n. [体]马匹评比赛
horse sickness,,[医] 马疫
horse syphilis,,"[医] 马梅毒, 马类性病, 马媾疫"
horse thistle,,[网络] 马蓟
horse tick,,[网络] 马蜱
horse trade,," <美>马匹买卖, 讨价后互相让步的交易"
horse trader,," 做马匹生意的人, 马贩子; 精于讨价还价的人, 生意老手; 海洛因贩子"
horse trading,,n. 讨价还价；(美)马匹买卖\n[网络] 精明的讨价还价交易；政治交易；让步
horse trailer,,"n. （马匹）拖车, 一种专门用来运送马匹的拖车车厢。"
horse weed,,[医] 二蕊紫苏
horse wrangler,, （大牧场的）牧马工，骑马牧人
horse's foot,,[网络] 马的脚
horse-and-buggy,s. relating to the time before automobiles (and other inventions) changed the way people lived in industrialized nations,"a. 过时的, 老式的"
horse-box,, 运马车辆
horse-boxes,plural of horse-box,(horse-box 的复数)  运马车辆
horse-brass,,n. 黄铜马饰
horse-brasses,plural of horse-brass,(horse-brass 的复数) n. 黄铜马饰
horse-brier,,[网络] 马藤
horse-cart,,[网络] 马车；运输马车；赶大车
horse-chestnut,"n. The large nutlike seed of a species of Aesculus\n   (Ae. Hippocastanum), formerly ground, and fed to horses, whence the\n   name.\nn. The tree itself, which was brought from\n   Constantinople in the beginning of the sixteenth century, and is now\n   common in the temperate zones of both hemispheres. The native American\n   species are called buckeyes.","[医] 马栗树, 七叶树"
horse-chestnut family,,[网络] 马栗
horse-chestnuts,"plural of horse-chestnut\nn. The large nutlike seed of a species of Aesculus\n   (Ae. Hippocastanum), formerly ground, and fed to horses, whence the\n   name.\nn. The tree itself, which was brought from\n   Constantinople in the beginning of the sixteenth century, and is now\n   common in the temperate zones of both hemispheres. The native American\n   species are called buckeyes.","(horse-chestnut 的复数) [医] 马栗树, 七叶树"
horse-drawn,a pulled by a horse,a. （用作定语）用马拖的
horse-drawn vehicle,,[网络] 马车；马拉消防车；马拉车辆
horse-faced,,"a. 马脸的, 脸形长的"
horse-hair suture,,[医] 马鬃缝线
horse-head,n. any of several silvery marine fishes with very flat bodies,马头
horse-heads,plural of horse-head,(horse-head 的复数) 马头
horse-marines,,"n. 水上骑兵, 不存在的东西"
horse-pistol,,na. 马枪\n[网络] 马上短枪；马上用之大型短枪
horse-power,,n. 马力\n[医] 马力(功的单位)
horse-race,v compete in a horse race,n. 赛马
horse-races,plural of horse-race\nv compete in a horse race,(horse-race 的复数) n. 赛马
horse-racing,,n. 赛马
horse-radish,"n. A plant of the genus Nasturtium (N. Armoracia),\n   allied to scurvy grass, having a root of a pungent taste, much used,\n   when grated, as a condiment and in medicine.",[化] 辣根\n[医] 辣根
horse-riding,, 骑马
horse-shoe,,马蹄铁
horse-shoe (type) mixer,,[化] 马蹄式混合器
horse-shoe gate,,"[机] 马蹄形进模口, 马蹄形浇口"
horse-shoe stirrer,,[化] 马蹄式搅拌机
horse-shoes,plural of horse-shoe,(horse-shoe 的复数) 马蹄铁
horse-sickness,,[医] 马疫
horse-tail,,"[医] 木贼属植物, 问荆"
horse-trade,v negotiate with much give and take,v. (同…)精明地做交易；(同…)讨价还价
horse-trading,v. negotiate with much give and take,"n. 讨价还价, 争论工作分配; 政治交易"
horse-trail,,[网络] 马道；小径
horseback,n. the back of a horse\nr. on the back of a horse,"n. 马背\nadv. 在马背上, 骑在马上"
horseback rider,,[网络] 骑师；骑马者；马术
horseback riding,, [医]骑马
horsebean,n seed of the broad-bean plant\nn large shrub or shrubby tree having sharp spines and pinnate leaves with small deciduous leaflets and sweet-scented racemose yellow-orange flowers; grown as ornamentals or hedging or emergency food for livestock; tropical America but naturalized in southern United States,n. 马蚕豆
horsebox,n. a conveyance (railroad car or trailer) for transporting racehorses,n. 有篷的运马拖车
horseboxes,plural of horsebox\nn. a conveyance (railroad car or trailer) for transporting racehorses,(horsebox 的复数) n. 有篷的运马拖车
horseboy,,n. <英>马夫
horsebreaker,,n. 驯马师
horsebreakers,plural of horsebreaker,(horsebreaker 的复数) n. 驯马师
horsebrush,,马刷子
horsecar,n an early form of streetcar that was drawn by horses,"n. 轨道马车, 运马货车"
horsecloth,n. a cloth for the trapping of a horse,n. 马衣
horsecouper,,n. 马商;马贩
horsed,imp. & p. p. of Horse,vt. 为…备马（horse的过去式与过去分词形式）
horsefaced,,"a. 马脸的, 脸长而难看的"
horsefeathers,,"n. 胡说, 梦话"
horsefish,n. The moonfish (Selene setipinnis).\nn. The sauger., 绒蛹
horseflesh,n the flesh of horses as food,"n. 马肉, 马"
horseflies,pl.  of Horsefly,n. 马蝇；虻
horsefly,n. large swift fly the female of which sucks blood of various animals,n. 马蝇\n[医] 虻
horsefly weed,,[网络] 马fly杂草
horsefoot,n. The coltsfoot.\nn. The Limulus or horseshoe crab.,n. [动] 鲎
horsehair,n. hair taken from the mane or tail of a horse\nn. a fabric made from fibers taken from the mane or tail of horses; used for upholstery,"n. 马毛, 马鬃\n[医] 马鬃"
horsehair lichen,,[网络] 马毛地衣
horsehair wig,,[网络] 马毛假发
horsehair worm,, 线形动物
horsehead,n. The silver moonfish (Selene vomer)., 马头门
horseheads,, [地名] [美国] 霍斯黑兹
horsehide,n. leather from the hide of a horse,"n. 马皮, 马革, 棒球"
horsejockey,,n. 骑马师
horselaugh,n a loud laugh that sounds like a horse neighing,"n. 大声狂笑, 喧哗的笑"
horseleech,n. any of several large freshwater leeches,n. 贪心的人
horseless,,"a. 无马的, 不用马的"
horseless carriage,,n. （老式的）汽车
horselike,,a. 像马一样的
horselock,,马绊
horseman,n. a man skilled in equitation\nn. a person who breeds and cares for horses,"n. 骑马者, 马术师, 养马者"
horsemanship,n. skill in handling and riding horses,n. 马术
horsemeat,n. the flesh of horses as food,n. 马肉
horsemen,n a man skilled in equitation\nn a person who breeds and cares for horses,n. 骑兵；骑士（horseman的复数）
horsemint,"n. A coarse American plant of the Mint family (Monarda\n   punctata).\nn. In England, the wild mint (Mentha sylvestris).","n. 香蜂草属植物, 美洲薄荷"
horsemint oil,,[化] 香蜂草油; 马薄荷油; ┟油
horsenapping,,n. 盗马(尤指盗比赛用马)
horsens,, [地名] [丹麦] 霍森斯
horseplay,n. rowdy or boisterous play,n. 喧闹的嬉戏
horseplayer,,n. 常赌马之人
horsepond,n. A pond for watering horses.,"n. 饮马池, 洗马池"
horsepower,n. a unit of power equal to 746 watts,n. 马力\n[电] 马力
horsepower hour,,[机] 马力小时
horsepower-hour,, 马力小时
horsepowers,, <物>马力( horsepower的名词复数 )
horsepox,,"n. [兽医]马痘,马天花"
horseracing,,n. 赛马运动
horseradish,n. the root of the horseradish plant; it is grated or ground and used for seasoning\nn. coarse Eurasian plant cultivated for its thick white pungent root\nn. grated horseradish root,"n. 辣根, 辣根所制调味剂"
horseradish peroxidase,, 辣根过氧化物酶
horseradish root,, [医]辣根
horseradish sauce,, 辣根沙司
horserake,n. A rake drawn by a horse., 马拉搂耙
horses,n solid-hoofed herbivorous quadruped domesticated since prehistoric times\nn a padded gymnastic apparatus on legs\nn troops trained to fight on horseback\nn a framework for holding wood that is being sawed\nn a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa)\nv provide with a horse or horses,n. 马；马匹（horse的复数形式）
horseshit,n obscene words for unacceptable behavior,"n. 胡说, 谎话"
horseshoe,n. game equipment consisting of an open ring of iron used in playing horseshoes\nn. U-shaped plate nailed to underside of horse's hoof\nv. equip (a horse) with a horseshoe or horseshoes,n. 马蹄铁\nvt. 装蹄铁于
horseshoe arch,, 马蹄形拱
horseshoe bat,, 菊头蝠
horseshoe crab,,n. 鲎
horseshoe electromagnet,,[电] 蹄形电磁铁
Horseshoe Falls,,[网络] 马蹄瀑布；马蹄形瀑布；马蹄型瀑布
horseshoe fistula,,[医] 马蹄形(肛门)瘘
horseshoe kidney,,[医] 蹄铁形肾
horseshoe magnet,,[医] 蹄形磁铁
horseshoe placenta,,[医] 马蹄形胎盘
horseshoe splint,,[医] 蹄铁形夹
horseshoe vetch,, 马蹄野豌豆
horseshoe vortex,,[化] 马蹄涡
horseshoe whipsnake,,[网络] 马蹄形鞭子
horseshoe-shaped,, 马蹄形的
horseshoed,n. game equipment consisting of an open ring of iron used in playing horseshoes\nn. U-shaped plate nailed to underside of horse's hoof\nv. equip (a horse) with a horseshoe or horseshoes,n. 马蹄铁\nvt. 装蹄铁于
horseshoeing,n. The act or employment of shoeing horses.,vt. 装蹄铁于\nn. 马蹄铁；U形物
horseshoer,n a person who shoes horses,n. 马蹄铁工
horseshoes,n a game in which iron rings (or open iron rings) are thrown at a stake in the ground in the hope of encircling it\nn game equipment consisting of an open ring of iron used in playing horseshoes\nn U-shaped plate nailed to underside of horse's hoof\nv equip (a horse) with a horseshoe or horseshoes,n. 马蹄铁( horseshoe的名词复数 )
horseshow,,[网络] 马蹄
horsetail,n. perennial rushlike flowerless herbs with jointed hollow stems and narrow toothlike leaves that spread by creeping rhizomes; tend to become weedy; common in northern hemisphere; some in Africa and South America,"n. 马尾, 马尾旗, 马尾式发型"
horsetail family,,[网络] 马尾家族
horsetail lichen,,[网络] 马尾地衣
horsetail milkweed,,[网络] 马尾草
horsetails,plural of horsetail\nn. perennial rushlike flowerless herbs with jointed hollow stems and narrow toothlike leaves that spread by creeping rhizomes; tend to become weedy; common in northern hemisphere; some in Africa and South America,"(horsetail 的复数) n. 马尾, 马尾旗, 马尾式发型"
horsetiger,,马马虎虎
horseway,,n. 马之通路
horseweed,n erect perennial strong-scented with serrate pointed leaves and a loose panicle of yellowish flowers; the eastern United States\nn common North American weed with linear leaves and small discoid heads of yellowish flowers; widely naturalized throughout temperate regions; sometimes placed in genus Erigeron,"n. [植]加拿大乍蓬,加拿大莴苣"
horsewhip,n. a whip for controlling horses\nv. whip with a whip intended for horses,"vt. 用马鞭鞭打, 惩罚\nn. 马鞭"
horsewhipped,v. whip with a whip intended for horses,vt. horsewhip的变形
horsewhipper,,n. 马鞭 (horsewhip的变形)
horsewhipping,n. the act of whipping with a horsewhip\nv. whip with a whip intended for horses,vt. horsewhip的变形
horsewhips,n a whip for controlling horses\nv whip with a whip intended for horses,n. （用马鞭）鞭打（某人）( horsewhip的名词复数 )\nv. （用马鞭）鞭打（某人）( horsewhip的第三人称单数 )
horsewoman,n. a woman horseman,"n. 女骑马者, 女骑士"
horsewomen,pl.  of Horsewoman,"n. 女骑马者, 女骑手( horsewoman的名词复数 )"
horsey,,a. 马的；似马的（等于sorsy）
horsey set,,[网络] 马套
horsfall,," [人名] [英格兰人姓氏] 霍斯福尔住所名称，来源于古英语，含义是“马+开垦地，树木已伐处”(horse+clearing,place where the trees have been felled)"
horsfodite,,锑铜矿
horsford,, [人名] 霍斯福德; [地名] [英国] 霍斯福德
horsfordite,,锑铜矿
Horsham,,霍舍姆
horsier,,a. 马的；似马的（等于sorsy） (horsey的变形)
horsiest,,a. 马的；似马的（等于sorsy） (horsey的变形)
horsily,,"adv. 似马地, 爱马地"
horsiness,"n. The condition or quality of being a horse; that which\n   pertains to a horse.\nn. Fondness for, or interest in, horses.", 与马相类似性
horsing,v provide with a horse or horses,"n. 乘马之供应, 通读校样"
Horsley,,霍斯利(姓氏)
Horsley's operation,,[医] 霍斯利氏手术(切除皮质运动区上肢痉挛性运动)
Horsley's putty,,[医] 霍斯利氏油灰(用以控制板障或骨髓腔出血)
Horsley's sign,,"[医] 霍斯利氏征(如两腋温度不同,则瘫侧温度较高)"
Horsley's test,,[医] 霍斯利氏试验(检葡萄糖)
Horsley's tests,,[医] 霍斯利氏试验(检葡萄糖)
Horsley's trephine,,[医] 霍斯利氏环钻
Horsley's wax,,"[医] 霍斯利氏蜡, 骨蜡(用以控制板障或骨髓腔出血)"
horsman,, [人名] [英格兰人姓氏] 霍斯曼职业名称，养马人，来源于古英语，含义是“马+人”(horse+man)
horst,n. a ridge of the earth's crust that has been forced upward between two faults and so is higher than the surrounding land,n. 地垒
horstman,, [人名] 霍斯特曼
horstmann,, [人名] 霍斯特曼
horsy,"a. Pertaining to, or suggestive of, a horse, or of horse\n   racing; as, horsy manners; garments of fantastically horsy fashions.","a. 马的, 爱马的"
horsy set,,[网络] 马蹄组
hort,,abbr. horticulture 园艺
horta,, [地名] [葡萄牙] 奥尔塔
hortation,"n. The act of exhorting, inciting, or giving advice;\n   exhortation.","n. 劝告, 奖励"
hortative,s giving strong encouragement,"a. 劝告的, 奖励的"
hortatively,,adv. hortative的变形
hortator,,"n. 劝告者, 奖励他人者"
hortatory,s giving strong encouragement,a. 激励的
Hortega cell,,"[医] 霍特加氏细胞, 小神经胶质细胞"
Hortega cells,,"[医] 霍特加氏细胞, 小神经胶质细胞"
Hortega method,,[医] 霍特加氏法(小神经胶质细胞镀银法)
Hortega's silver method,,[医] 霍特加氏银染色法(小神经胶质细胞镀银法)
horten,, [人名] 霍滕; [地名] [挪威] 霍滕
hortense,,n. 霍顿斯（女子名）
Hortensia,n deciduous shrub bearing roundheaded flower clusters opening green and aging to pink or blue\nn very tall branching herb with showy much-doubled yellow flower heads,n. 霍滕西亚(f.) \nn. 绣球花属植物
hortensial,a. Fit for a garden.,园艺的
hortesin,,花园菌素
hortiacine,,荷蒂芸香碱
horticultural,a. of or relating to the cultivation of plants,a. 园艺的
horticulturalist,,n. 园艺种植者；（尤指）园艺（学）家
horticulturalists,plural of horticulturalist,(horticulturalist 的复数) n. 园艺种植者；（尤指）园艺（学）家
horticulturally,r by means of horticulture,adv. horticultural的变形
horticulture,n the cultivation of plants,n. 园艺
horticulturist,n. an expert in the science of cultivating plants (fruit or flowers or vegetables or ornamental plants),n. 园艺家
horticulturists,plural of horticulturist\nn. an expert in the science of cultivating plants (fruit or flowers or vegetables or ornamental plants),(horticulturist 的复数) n. 园艺家
hortite,,方解辉长混染岩
hortitherapy,,n. (通过植树养花等来帮助医治身心疾患的) 园艺疗法
hortobezoar,,植物粪石
Hortocrift,,代森硫
Horton,,n. 荷顿奇遇记（美国喜剧动画电影名）
Horton spheroid,,[化] 霍顿扁球形压力储罐(挥发性液体用)
Horton's disease,,[医] 霍顿氏病(组胺性头痛)
Horton's headache,,"[医] 霍顿氏头痛, 组胺性头痛"
Horton's syndrome,,"[医] 霍顿氏综合征, 组胺性头痛"
hortonolite,,[矿]镁铁橄榄石
Hortonsphere,,球形罐
Hortonspheroid,,球形罐
hortonville,,n. 霍顿维尔（村），威斯康辛州
hortungskoper,,[医] 体内沉积物
hortungskorper,,[德]体内沉积物
hortus siccus," A collection of specimens of plants, dried and\n   preserved, and arranged systematically; an herbarium.","n. <法>压干植物标本(集),植物标本室,一堆枯燥乏味的事实"
Hortvet cryoscope,,[医] 霍尔特韦特氏冰点测定器
hortvet sublimator,,[机] 霍尔特维脱升华器
horus,n. Egyptian solar god with the head of a falcon; the son of Osiris and Isis,n. 何露斯（古代埃及的太阳神）
horvat,, [人名] 霍瓦特
horvath,,n. (Horvath)人名；(德、芬、塞、捷、罗、瑞典、英)霍瓦特
horvitz,, [人名] 霍维茨
horwath,, [人名] 霍瓦特
Horwich,,霍里奇（英国）（地名）
horwitt,, [人名] 霍威特
horwitz,, [人名] 霍维茨
horwood,," [人名] [英格兰人姓氏] 霍伍德住所名称，来源于古英语，含义是“泥+树林”(mud,slime+wood)"
hos,n a trivalent metallic element of the rare earth group; occurs together with yttrium; forms highly magnetic compounds,abbr. 人骨肉瘤细胞（human osteosarcoma cell）；高阶统计量（higher-order statistics）
hosa,,abbr. Home Owner Services Administration 业主服务管理
hosack,, [人名] 霍萨克
hosanna,n. a cry of praise or adoration (to God),n. 〈圣经〉和撒那（赞美上帝之语）
hosannaed,,<圣经>和撒那（赞美上帝之语）( hosanna的过去式和过去分词 )
hosannas,pl.  of Hosanna,n. <圣经>和撒那（赞美上帝之语）( hosanna的名词复数 )
hosch,, [人名] 霍希
Hosdon,,[化] 叶蚜磷; 异丙硫磷
hose,n. man's close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet\nn. a flexible pipe for conveying a liquid or gas\nv. water with a hose,"n. 水管, 橡皮软管, 长统袜\nvt. 用水管浇"
hose down,, 用水管里的水冲洗
hose lining,,[化] 内胶; 内层胶; 内径胶
hose reducer,,[化] 异径接管
hose with braided wire insert,,[化] 金属编织胶管
hose with fabric insert,,[化] 夹布胶管
hose-pipe,,"n. 软管, 水管"
hose-pipes,plural of hose-pipe,"(hose-pipe 的复数) n. 软管, 水管"
hose-reel,, 软管卷绕轮
hose-reels,plural of hose-reel,(hose-reel 的复数)  软管卷绕轮
Hosea,n. a minor Hebrew prophet (8th century BC)\nn. an Old Testament book telling Hosea's prophecies,"n. 何西阿(希伯来先知), <<何西阿书>>"
hosed,v water with a hose,vt. 用软管浇（hose的过去式与过去分词形式）
hosel,,n. 使用水龙带的消防人员
hoseline,,软管管道
hoseman,,n. 消防人员
hosen,pl.  of Hose\nn. pl. See Hose.,"短袜, 蛇管"
hosenball,, [人名] 霍森鲍尔
hosepipe,n a flexible pipe for conveying a liquid or gas,"n. 软管, 水龙软管"
hosepipes,plural of hosepipe\nn a flexible pipe for conveying a liquid or gas,"(hosepipe 的复数) n. 软管, 水龙软管"
hosepiping,-ing form of hosepipe\nn a flexible pipe for conveying a liquid or gas,"(hosepipe 的现在分词) n. 软管, 水龙软管"
hoser,, [人名] 霍泽
hoses,n socks and stockings and tights collectively (the British include underwear)\nn man's close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet\nn a flexible pipe for conveying a liquid or gas\nv water with a hose,n. 连裤袜( hose的名词复数 ); 长统袜; 软管; 胶管
hosey,, [人名] 霍西
hosford,, [人名] [英格兰人姓氏] 霍斯福德 Horseford的变体; [地名] [美国] 霍斯福德
hoshana,,(=hoshanah)结茅节期间
hosie,, [人名] [英格兰人姓氏] 霍西 Hussey的变体
Hosier,n a tradesman who sells hosiery and (in England) knitwear,霍西尔(姓氏)
Hosiers,plural of Hosier\nn a tradesman who sells hosiery and (in England) knitwear,(Hosier 的复数) 霍西尔(姓氏)
hosiery,n. socks and stockings and tights collectively (the British include underwear),"n. 袜, 内衣裤"
hosing,v water with a hose,vt. 用软管浇（hose的现在分词形式）
